,Id,groupId,matchId,assists,boosts,damageDealt,DBNOs,headshotKills,heals,killPlace,killPoints,kills,killStreaks,longestKill,matchDuration,matchType,maxPlace,numGroups,rankPoints,revives,rideDistance,roadKills,swimDistance,teamKills,vehicleDestroys,walkDistance,weaponsAcquired,winPoints,winPlacePerc,Total Distance,moving_group,weapon_group
3180808,4eaae52d4008df,c70fd467685d53,01aead02bb8901,0,0,335.0,0,0,0,12,0,0,0,0.0,1808,solo,20,2,1500,0,0.0,0,0.0,0,0,0.0,5,0,0.0,0.0,<=10.00%,<=70.00%
3196369,90e2be0873676a,93221ca20bfb91,32c53d2d9bb72b,0,0,381.9,0,0,0,4,0,0,0,0.0,1808,solo,20,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
3203076,1575c6b9c01185,2aa9d520180be4,bbc1ba53f505b4,0,0,486.8,0,0,0,1,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,1.0,0.0,<=10.00%,<=60.00%
3203690,ddcf183a99e4d8,b7d605ed174e75,5fc2bda46a21d0,0,0,709.9,0,0,0,6,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
3203828,f120bf26533c56,b1f1b023c933a1,d8c729e12169c1,0,0,392.8,0,0,0,14,0,0,0,0.0,1808,solo,15,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
3210249,53863cbbe0b7cd,b175fb1393b914,17032b757d715f,0,0,502.0,0,0,0,1,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,1.0,0.0,<=10.00%,<=10.00%
3222234,62178c1800251f,e2dd6c79342f4c,c20a56108d2baa,0,0,336.2,3,0,0,91,0,0,0,0.0,1377,squad-fpp,29,29,1521,0,0.0,0,0.0,0,0,20.81,1,0,0.0357,20.81,<=10.00%,<=10.00%
3222585,47889c68cd214d,6191ebd13b01a7,6bf647ecee30da,0,0,395.4,0,0,1,62,0,3,2,12.68,833,normal-squad-fpp,13,13,1500,0,0.0,0,0.0,0,0,0.0,6,0,0.9167,0.0,<=10.00%,<=90.00%
3225317,20a22d1633f46a,e000d793c3c8ea,df0cce82bac3c0,0,0,351.5,3,0,0,84,1529,0,0,0.0,1450,squad,29,27,-1,0,0.0,0,0.0,0,0,39.32,2,1522,0.1429,39.32,<=10.00%,<=20.00%
3244928,5649ba91f20cf8,e343abc54854e0,c634e7337fcf17,0,0,349.1,0,0,0,11,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
3248267,22f69fd4698110,78a08c784d979f,2d8b832901ede7,0,0,847.1,0,0,0,11,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
3248675,0c7a38a25bba0d,1f5d68ec7e9a2b,b613649767d0b1,1,0,355.9,1,0,0,37,0,1,1,4.419,1368,duo-fpp,48,46,1535,0,0.0,0,0.0,0,0,37.23,1,0,0.0425,37.23,<=10.00%,<=10.00%
3278180,595428ba335b6d,342f39758d96be,7a594138c154e5,1,0,345.5,1,0,0,40,1328,1,1,0.9203,1295,duo-fpp,49,48,-1,0,0.0,0,0.0,0,0,35.58,2,1483,0.1042,35.58,<=10.00%,<=20.00%
3282628,e29714dcf71626,0141407391bfd2,a35dae94e9751f,0,0,346.4,3,0,0,13,0,3,2,4.485,1849,squad-fpp,28,27,1500,0,0.0,0,0.0,0,0,25.27,4,0,0.1852,25.27,<=10.00%,<=60.00%
3294969,717b3d22ae0735,81c37796fc61af,73ef504fd21c7d,2,0,433.6,5,1,0,14,1000,3,1,38.54,897,normal-squad-fpp,7,7,-1,0,0.0,0,0.0,0,0,0.0,3,1500,1.0,0.0,<=10.00%,<=40.00%
3309848,3b22550b5f0b1f,6d842658885228,4cf35bf31e3c37,0,0,381.6,0,0,0,10,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
3320617,76185ad5ecff16,a37451fce4d5bb,c7334d06e85f46,0,0,675.8,0,0,0,11,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
3330547,c049b05582c408,2f6181b91b9e78,d1d527177bcb0b,0,0,363.2,3,0,0,96,0,0,0,0.0,1340,squad,30,30,1551,0,0.0,0,0.0,0,0,22.65,1,0,0.0,22.65,<=10.00%,<=10.00%
3332963,7ac5610706ce27,8aec6c5a5defc5,3d265315639bb3,0,0,396.0,0,0,0,4,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
3333157,8911b669cf1a06,c0d3b763045472,aa76fbbb408b3d,0,0,367.1,0,0,0,12,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
3342183,68347b4dd777d2,7bbd61374ea7dd,63303b37f5d7d6,0,0,577.1,0,0,0,11,0,0,0,0.0,1443,solo,18,1,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
3350082,b2cbd3df67ce6a,9dfc5d05418cff,3a37f49685d09b,0,0,390.3,0,0,0,7,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
3352919,d13d7692f5b12c,9070fbbe77d366,666c3e5919ccf7,0,0,1229.0,0,0,0,12,0,0,0,0.0,1628,solo,18,1,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
3372492,fa8938daff2020,f358d5e4139ab0,9258988c43d7c2,0,0,473.2,0,0,0,9,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
3373425,635a03d17a68f8,12ef0b7534ee70,056d1767c6d8af,0,0,400.0,4,0,0,11,0,3,3,11.33,1227,squad-fpp,31,29,1243,0,0.0,0,0.0,0,0,35.26,2,0,0.1,35.26,<=10.00%,<=20.00%
3378329,61f5095ccd9023,e343abc54854e0,c634e7337fcf17,0,0,357.4,0,0,0,2,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
3386686,55da637d8c91dd,13fe42d7682af9,f0b5328ad6a1b6,0,0,662.0,0,0,0,12,0,0,0,0.0,1808,solo,20,2,1500,0,0.0,0,0.0,0,0,0.0,5,0,0.0,0.0,<=10.00%,<=70.00%
3388040,53b02c8884c986,2611c10c1a6ee8,3b35602ec34450,0,0,337.2,1,1,0,23,1244,2,2,7.615,1421,duo-fpp,49,47,-1,0,0.0,0,0.0,0,0,31.06,1,1416,0.1667,31.06,<=10.00%,<=10.00%
3390757,d6d8612b476cd3,d7bf92e75ee0ce,e1978fd9ce050e,0,0,344.6,2,0,0,87,0,0,0,0.0,1382,squad,31,30,1343,0,0.0,0,0.0,0,0,40.32,1,0,0.1,40.32,<=10.00%,<=10.00%
3399595,d126396fd8792a,9f65e9c84c83c6,238fda59ebb7bc,0,0,458.5,0,0,0,6,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,0.0,6,0,0.0,0.0,<=10.00%,<=90.00%
3400174,bb3d94dd755365,4a312072617193,686f42d386e50a,0,0,396.5,0,0,0,11,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
3407912,1cbf7a05bb83d4,7bc53c7244a0e3,6778dc85dc4e49,0,0,395.2,0,0,0,14,1408,3,2,60.1,1368,solo-fpp,98,94,-1,0,0.0,0,0.0,0,0,34.24,2,1362,0.1959,34.24,<=10.00%,<=20.00%
3440943,5171f67757e9dc,69d993b8718195,24495d8bc5b19e,0,0,605.5,0,0,0,3,0,0,0,0.0,1807,solo,19,2,1500,0,0.0,0,0.0,0,0,0.0,6,0,0.0,0.0,<=10.00%,<=90.00%
3444116,e5dc92bada34a8,591a9977e9e803,0283187055f07d,0,0,373.3,2,0,0,40,1317,1,1,5.974,1379,duo-fpp,49,49,-1,0,0.0,0,0.0,0,0,39.2,2,1489,0.1667,39.2,<=10.00%,<=20.00%
3449439,078c27d1ec4a0c,df34750414b153,f1c2b01dd9b967,0,0,347.0,0,0,0,6,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
3451961,979118ddb0f09e,8e49da6fe461b7,dfa3f6e143b631,0,0,374.7,2,1,0,10,1621,3,2,13.31,1939,squad,31,30,-1,0,0.0,0,0.0,0,0,37.09,2,1587,0.0667,37.09,<=10.00%,<=20.00%
3457590,c7d5b87553a9f1,e13f2c190f5885,cfd78a55ab6674,0,0,418.3,0,0,0,13,0,0,0,0.0,1808,solo,15,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
3461121,5ba8a122294dab,bc1538836b7a09,5beddc0c65f7b7,0,0,584.3,0,0,0,6,0,0,0,0.0,1753,solo,16,1,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
3462887,d9de0ba58de684,8fc8e723deb6c4,95f39f4496966c,0,0,913.1,0,0,0,4,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
3462934,acf13a938b3d60,b7dfca9c47082f,36e04f4bdfca8f,1,0,378.0,3,0,0,12,0,3,3,16.32,1893,squad-fpp,30,29,1491,0,0.0,0,0.0,0,0,22.71,1,0,0.3448,22.71,<=10.00%,<=10.00%
3466522,74a72bd72979e6,045c35c36a370d,4648048d07e0f5,1,0,382.9,2,1,0,11,1305,3,2,4.544,1378,duo-fpp,48,47,-1,1,0.0,0,0.0,0,0,38.07,1,1500,0.4681,38.07,<=10.00%,<=10.00%
3473137,22dfc247510f37,889625af76eff8,2e13b88e3f46ab,0,0,392.6,0,0,0,4,0,0,0,0.0,1497,solo,15,1,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
3484060,22f17c26f97a65,746fdc1791b043,e64367d3b077c7,0,0,367.1,3,1,0,38,1223,1,1,5.568,1383,squad-fpp,31,29,-1,0,0.0,0,0.0,0,0,27.98,2,1453,0.1333,27.98,<=10.00%,<=20.00%
3490734,8e10d49ddbacf1,fa312c1a10249a,ec4390c66fa083,0,0,393.9,0,0,0,12,0,0,0,0.0,1808,solo,15,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
3493847,f93c6dddaea313,06dcc54e27c486,901ddaf88aeda2,0,0,490.7,0,0,0,6,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
3523480,2fbf08dd22882e,df059a272a274a,b88f33bf93fb45,0,0,585.6,4,4,0,5,0,5,2,11.78,1334,duo-fpp,45,42,1500,0,0.0,0,0.0,0,0,36.52,1,0,0.1136,36.52,<=10.00%,<=10.00%
3527641,f71d8d1c3ed980,2d72c199745554,e426fbb8f5951b,0,0,508.5,0,0,0,6,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
3530893,b7afc12904f2af,e4d0691c6c3aff,0f4534664670bf,0,0,374.1,3,0,0,9,0,3,3,5.076,1377,squad-fpp,27,26,1406,0,0.0,0,0.0,0,0,36.59,3,0,0.1154,36.59,<=10.00%,<=40.00%
3535749,9efbf727523d85,25d4110b8b6453,71251d99904abc,0,0,449.9,0,0,0,11,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
3542983,0efd070a899616,24abeb020c7dc4,474acec25aa813,0,0,400.0,0,0,5,6,0,4,2,22.67,1891,solo-fpp,96,92,1565,0,0.0,0,0.0,0,0,38.12,4,0,0.2316,38.12,<=10.00%,<=60.00%
3555059,ce8eeacaf61fe3,e59d56f39d255d,c50064deb8ecb3,0,0,359.1,2,0,0,96,0,0,0,0.0,1804,squad-fpp,29,28,1343,0,0.0,0,0.0,0,0,41.86,2,0,0.0,41.86,<=10.00%,<=20.00%
3560449,4d25a121e4f6e4,b50e2b94cd0614,b688dc1b36a283,1,0,343.0,3,1,0,41,1578,1,1,4.584,1378,squad-fpp,27,25,-1,0,0.0,0,0.0,0,0,32.92,1,1527,0.0,32.92,<=10.00%,<=10.00%
3563405,ee82ee52bd68b1,21fd8481c7cee6,cb36fab737f9fd,0,0,662.2,0,0,0,17,0,0,0,0.0,1808,solo,19,2,1500,0,0.0,0,4.901,0,0,33.11,0,0,0.0,38.010999999999996,<=10.00%,<=10.00%
3566062,998f75f4a1167e,9af880521ef3a9,48a52fee60e713,0,0,386.0,3,0,0,48,0,1,1,12.54,1309,squad,29,27,1489,0,0.0,0,0.0,0,0,39.93,1,0,0.0714,39.93,<=10.00%,<=10.00%
3569103,893c8f2d8f09aa,f1911311da9edc,de813651cb4ffb,0,0,674.8,0,0,0,9,0,0,0,0.0,1808,solo,19,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
3570248,08fb2615982af5,a5521dff4e85e0,43e2d9b1e8fce9,2,0,819.1,0,1,0,2,0,8,3,25.85,784,normal-solo-fpp,11,6,1500,0,0.0,0,0.0,0,0,0.0,5,0,1.0,0.0,<=10.00%,<=70.00%
3571135,b4f48b0cf58fbd,4fc3c5cb51f197,590f1033dcf433,0,0,363.0,3,0,0,86,0,0,0,0.0,1772,squad-fpp,28,28,1477,0,0.0,0,0.0,0,0,33.72,1,0,0.0,33.72,<=10.00%,<=10.00%
3572649,d9774b4affdfa1,1bf6cbb4964d9c,7b2de51ac5168c,0,0,410.6,0,0,0,1,0,0,0,0.0,1609,solo,19,1,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
3574985,9e58d2f5f37df5,21cb2d97c742f4,af2d3bc8aeb554,0,0,396.3,3,1,0,18,1359,2,2,24.14,1830,squad-fpp,25,23,-1,0,0.0,0,0.0,0,0,32.0,2,1441,0.0,32.0,<=10.00%,<=20.00%
3591927,977ed9c4052682,9d010232fd5264,2c7ee565a600c6,0,0,447.0,0,0,2,5,0,0,0,0.0,1719,solo,16,1,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
3612583,03a930789d7fe2,9ffdfd203bc46c,38a1279dcc5b23,0,0,391.2,0,0,0,12,0,0,0,0.0,1808,solo,19,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
3617450,5ae4699fe8840b,dd2d6643c01813,e84767fbb65798,0,0,434.2,5,1,0,16,0,2,1,3.811,1924,squad-fpp,28,27,1480,1,0.0,0,0.0,0,0,38.7,2,0,0.0741,38.7,<=10.00%,<=20.00%
3622572,77405ba24aedcb,34294d36d6f878,ced6a299ec9611,0,1,354.6,0,0,1,16,0,0,0,0.0,1808,solo,19,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
3626282,84e98f4399d206,75ca167f1efa4c,6bc84f9ade1041,0,0,372.9,0,0,0,13,0,0,0,0.0,1745,solo,18,1,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
3629746,a516dd16e8fade,f729c604b7468b,3a37f49685d09b,0,11,649.5,0,0,2,6,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,1.0,0.0,<=10.00%,<=40.00%
3635022,1559647f110648,31f0658e2accff,e9b1a14699c83c,0,0,501.1,0,0,0,3,0,0,0,0.0,1755,solo,18,1,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
3635565,f75bcc0a7b86e5,36f3985fb11451,d7e44e7470ed8c,0,1,562.8,0,2,5,9,0,5,2,262.3,893,normal-squad-fpp,6,6,1500,0,0.0,0,0.0,0,0,0.0,4,0,1.0,0.0,<=10.00%,<=60.00%
3635961,225e1884feb6dd,6d0f1b9654b375,f0601e6353ba51,0,0,495.1,0,0,0,5,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
3655421,a1f7cf23db920f,e601ff44f90d68,77d804c700e3e2,0,0,377.9,0,2,0,10,1290,3,3,23.44,1355,solo-fpp,96,92,-1,0,0.0,0,0.0,0,0,37.79,1,1412,0.1789,37.79,<=10.00%,<=10.00%
3668246,1698fc3e814b4f,00af6bab6a98cc,48beae05cf8f80,0,0,443.6,0,0,0,12,0,0,0,0.0,1808,solo,19,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
3670528,fa3a1d8925f44a,1414fbf2b50afa,5f3ab3fd0d7929,0,0,357.0,0,0,0,15,0,0,0,0.0,1808,solo,19,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
3672729,98b145b394210d,2899bdd503cb82,ca76f6a5b58669,1,0,354.3,3,0,2,47,0,2,1,27.58,896,normal-squad-fpp,27,18,1500,0,0.0,0,0.0,0,0,0.0,6,0,0.6923,0.0,<=10.00%,<=90.00%
3677051,9142b3528fd4c9,91b23ebf443d60,62b67b990ad836,0,0,334.3,3,0,0,85,1425,0,0,0.0,1166,squad-fpp,26,25,0,0,0.0,0,0.0,0,0,38.39,2,1471,0.04,38.39,<=10.00%,<=20.00%
3678018,ff24698d65e240,bbc1a0c5ab0272,61342de48effd4,0,0,433.5,3,1,0,5,0,4,3,8.562,1325,squad-fpp,26,25,1273,0,0.0,0,0.0,0,0,40.8,2,0,0.08,40.8,<=10.00%,<=20.00%
3685211,8d79183f32de64,a1c30a34f64260,1ec1d18a46c273,0,0,392.7,0,0,0,13,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
3700299,b5f4bca82f5489,00af6bab6a98cc,48beae05cf8f80,0,0,469.0,0,0,0,14,0,0,0,0.0,1808,solo,19,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
3706078,7af68ebf498a42,63603a6ebe1fbd,4894744b98b9fe,0,0,456.3,0,0,0,10,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
3710151,65736846796481,b06e791e340727,3433e8e643688f,3,0,715.4,0,2,0,8,0,7,3,2.483,352,normal-squad-fpp,10,10,1500,0,0.0,0,0.0,0,0,0.0,5,0,0.6667,0.0,<=10.00%,<=70.00%
3715203,2b659276b99b6b,36ab359b174db4,f37dc144d476dd,0,0,423.0,0,0,0,15,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
3717825,71788cc3321dd9,683cb6ac9dbdef,b184cf29a75be4,1,0,347.3,3,0,0,24,1783,2,2,14.44,1367,squad-fpp,29,29,-1,0,0.0,0,0.0,0,0,19.99,1,1456,0.0357,19.99,<=10.00%,<=10.00%
3730595,aacf7baced53f1,3189f032df1a6b,9dc98466b9594d,2,0,418.9,3,2,0,39,0,3,1,112.4,559,normal-squad-fpp,10,10,1500,0,0.0,0,0.0,0,0,0.0,6,0,0.3333,0.0,<=10.00%,<=90.00%
3731076,e7397031f75952,714bfecf1d5d5e,4b60a889ebe6dd,0,0,390.2,3,0,0,45,0,1,1,28.38,1354,squad-fpp,30,30,1491,0,0.0,0,0.0,0,0,32.51,1,0,0.1034,32.51,<=10.00%,<=10.00%
3738177,8d31b27cadb9c3,54ffe0bb832f9a,db26392c28ee9d,1,0,374.8,3,0,0,10,0,3,3,27.15,1438,squad-fpp,28,27,1510,0,0.0,0,0.0,0,0,27.54,1,0,0.5185,27.54,<=10.00%,<=10.00%
3740477,363f1e72e29b17,48d1ac16975960,26e8c86945dfda,0,0,416.2,0,0,0,11,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
3743631,af8e6d52d7b3db,13967ddf391272,56a978ddecc196,0,0,389.4,0,0,0,5,0,0,0,0.0,1808,solo,15,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
3751771,8cff0bcca2c692,707ef88445b5b6,4a400cf922c326,1,0,432.3,4,0,0,17,0,2,1,5.756,1741,squad-fpp,27,26,1508,0,0.0,0,0.0,0,0,39.65,2,0,0.0385,39.65,<=10.00%,<=20.00%
3759835,0014f34eb060a1,e343abc54854e0,c634e7337fcf17,0,0,376.2,0,0,0,5,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,27.92,4,0,0.0,27.92,<=10.00%,<=60.00%
3763252,33062b261a0de8,4a8f86ad150254,7de93bde8b29d5,0,0,639.0,0,0,0,7,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
3770774,4d0512168685b9,6020579a858a92,888809ad630327,0,0,489.2,0,0,0,13,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
3774774,b587eebc8301cb,1e3af9f0112249,1249a6c215d788,1,2,340.4,0,2,6,3,0,3,1,102.6,562,normal-duo-fpp,3,3,1500,0,0.0,0,0.0,0,0,0.0,6,0,1.0,0.0,<=10.00%,<=90.00%
3782976,043f913d14f3f0,5c763c0cfe8a74,7c6b0dea2dcc8a,0,0,380.0,3,1,0,20,1255,2,2,15.63,1350,squad-fpp,29,28,-1,0,0.0,0,0.0,0,0,35.73,1,1478,0.1071,35.73,<=10.00%,<=10.00%
3796539,5d37bc8ee1014e,afad15c4f81158,015c7dc3bfecf6,0,0,395.5,0,0,0,15,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
3806306,d0a1d6c0c5a95d,e3d38aabae5fc1,74d4872a00d86e,0,2,339.7,0,0,0,2,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
3809089,dc5a7e437f4a61,da4c40eadcb1ed,c8821ecfb3d512,0,0,429.1,0,0,0,11,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
3816656,9e7171d474bf84,d15f833a302df5,e6e0f410931cbd,0,0,347.3,3,1,0,22,0,2,2,2.962,1824,squad-fpp,29,29,1458,0,0.0,0,0.0,0,0,38.84,2,0,0.1071,38.84,<=10.00%,<=20.00%
3821114,d9a5430976bbef,0d6fb79b0841e5,fc2bf2f35039f2,0,0,396.0,0,0,0,11,0,0,0,0.0,1808,solo,14,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
3828996,fdca0489f33dcc,c778e9cbcd69f9,c8310cad8083cf,0,0,422.0,4,1,0,21,1970,2,2,5.698,1294,squad-fpp,30,29,-1,0,0.0,0,0.0,0,0,25.5,1,1594,0.0,25.5,<=10.00%,<=10.00%
3833567,cf212856ec1552,cab5d9f7aeee1e,5ea653b5906506,0,0,391.0,0,0,0,15,0,0,0,0.0,1808,solo,18,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
3837167,5668ab93d309a3,fca7698a7b958d,b829fdd1fa54b6,0,4,941.8,0,0,12,1,0,0,0,0.0,1506,solo,16,1,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
3841031,d35bc4f3a574a9,a81a17e769f97b,89658ff71373e0,0,0,441.4,0,0,0,7,0,0,0,0.0,1808,solo,16,2,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.0,0.0,<=10.00%,<=60.00%
3847891,2cbfda6509398e,13fe42d7682af9,f0b5328ad6a1b6,0,0,397.9,0,0,0,6,0,0,0,0.0,1808,solo,20,2,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
3849861,6f4a5e3dac33ee,69f325f0cf4bba,56837f98325977,0,0,347.0,0,0,0,17,0,0,0,0.0,1794,solo,18,1,1500,0,0.0,0,0.0,0,0,0.0,2,0,0.0,0.0,<=10.00%,<=20.00%
3867086,9019e12858c11d,31c82270b32361,a952daf846cef6,3,0,604.6,6,2,1,14,0,8,1,28.9,897,normal-duo-fpp,15,13,1500,0,0.0,0,0.0,0,0,0.0,4,0,0.5,0.0,<=10.00%,<=60.00%
3871866,72d736d283c309,47fa7038a8ad88,09a47e6c3db47b,0,0,386.4,3,0,0,22,0,2,2,5.683,1520,squad-fpp,27,25,1516,0,0.0,0,0.0,0,0,34.97,1,0,0.0385,34.97,<=10.00%,<=10.00%
3883480,b5eda86f39b355,17458340d53333,ca76f6a5b58669,1,0,438.2,2,0,1,34,0,4,1,35.17,896,normal-squad-fpp,27,18,1500,0,0.0,0,0.0,0,0,17.18,5,0,0.8462,17.18,<=10.00%,<=70.00%
3887029,5bfd87edfefbe7,9626c5e80cb883,be3cd4e7fe9885,0,0,831.0,0,0,0,1,0,0,0,0.0,1270,solo,16,1,1500,0,0.0,0,0.0,0,0,0.0,5,0,0.0,0.0,<=10.00%,<=70.00%
3891338,5730ac9c1430b3,60b2849191c539,ff9cd80c0d8fb7,1,0,621.9,0,3,0,18,1000,7,2,26.18,799,normal-squad-fpp,10,10,-1,0,0.0,0,0.0,0,0,0.0,4,1500,0.8889,0.0,<=10.00%,<=60.00%
3894555,b226a07c1f272e,0e120a8d2f6105,07baf6b1ba3de9,0,0,336.6,0,0,0,3,0,0,0,0.0,1743,solo,18,1,1500,0,0.0,0,0.0,0,0,0.0,3,0,0.0,0.0,<=10.00%,<=40.00%
3917670,22e7fd049515fc,458d4d462cf48f,95e928b5f66028,0,0,473.9,0,0,0,14,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
3919588,fb2a7aa111fd47,309c525be2afac,011f1afe2db83d,0,0,337.6,0,0,0,6,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,6,0,0.0,0.0,<=10.00%,<=90.00%
3927383,ce21393e3d584c,78841b7e7c8b2d,a387f87e3c0d1a,0,0,365.5,0,0,0,8,0,0,0,0.0,1808,solo,17,2,1500,0,0.0,0,0.0,0,0,0.0,1,0,0.0,0.0,<=10.00%,<=10.00%
3936805,8f44d10e29851d,8d09aaeed450aa,35708abada6928,0,0,384.1,2,0,0,20,1507,2,2,6.448,1415,duo-fpp,45,45,0,0,0.0,0,0.0,0,0,42.05,2,1419,0.0909,42.05,<=10.00%,<=20.00%
3951497,cb95e4d4d1046c,42f50176c37edc,73ef504fd21c7d,2,0,356.9,4,0,0,16,1000,2,1,39.6,897,normal-squad-fpp,7,7,-1,0,0.0,0,0.0,0,0,0.0,5,1500,0.8333,0.0,<=10.00%,<=70.00%
